num_contours,total_area,avg_circularity,max_contour_area,contour_density,avg_intensity,intensity_std,texture_uniformity,edge_density,shape_complexity,label
14,102194.5,0.579585717151691,99495.5,0.38984107971191406,68.41821670532227,112.98492325403744,70335.0,0.014314336820461904,3.63776965705804,1
18,101000.5,0.6125669304639358,74126.0,0.3852863311767578,98.66191864013672,124.19587377800401,101426.0,0.012675419031893398,2.140537838405176,1
19,104899.0,0.6128378962158416,77278.0,0.4001579284667969,98.78934860229492,124.22539392700449,101557.0,0.011728037864486396,1.8724919799084976,1
15,83410.0,0.6097115790144788,80016.0,0.31818389892578125,70.17791748046875,113.88779063457176,72144.0,0.011062692470659385,3.30043995260643,1
18,105383.5,0.6262818725671964,77753.5,0.4020061492919922,99.34186935424805,124.35179805108068,102125.0,0.011612446752678807,1.7934575632254348,1
17,83948.5,0.6074841123325146,81006.5,0.3202381134033203,71.35202407836914,114.47119637666042,73351.0,0.0112895643005686,3.0335451671428935,1
16,106097.0,0.5731131831447175,78101.0,0.4047279357910156,100.15314102172852,124.53272382800643,102959.0,0.011665244533560326,1.995614310466706,1
15,83680.0,0.5917642533143218,81072.5,0.3192138671875,70.91915130615234,114.25785557712834,72906.0,0.010680362927359965,3.195052749653111,1
16,106253.5,0.5657602424726028,77805.5,0.40532493591308594,100.45080184936523,124.59771618857098,103265.0,0.011938210338939825,2.0382632519605073,1
17,84244.0,0.6540576162158521,81750.5,0.3213653564453125,72.67398834228516,115.11020131034485,74710.0,0.011065535055422515,2.8176050568191613,1
17,106055.0,0.5981246385857513,77596.5,0.4045677185058594,100.43718338012695,124.59475894514628,103251.0,0.011812278816705657,1.927937544523516,1
14,83652.5,0.5689384242936804,81263.0,0.3191089630126953,72.33255386352539,114.94695684001019,74359.0,0.011417188213272311,3.4110369594805166,1
27,103265.0,0.6295418268709234,100204.0,0.3939247131347656,71.60882949829102,114.59680213666037,73615.0,0.017177555813759682,2.6792112094644094,1
13,105235.5,0.6118505117862234,77988.5,0.4014415740966797,99.4790267944336,124.3827763824756,102266.0,0.011294854774405394,1.8961363554455726,1
16,83699.5,0.6134627551518839,81336.0,0.3192882537841797,71.51252746582031,114.54978358440698,73516.0,0.010584948986888776,2.9980861328957245,1
16,104868.5,0.7067660151527071,77983.5,0.4000415802001953,99.00627136230469,124.27532912175845,101780.0,0.010756010335626343,1.5914804774182034,1
15,84352.0,0.5793566454904957,81944.0,0.32177734375,71.55824661254883,114.57211802152209,73563.0,0.010916331955286296,3.451387148335889,1
14,104806.5,0.6708532849962531,77753.0,0.39980506896972656,99.15996551513672,124.31046796387164,101938.0,0.011296930561002227,1.6988242172244363,1
10,84859.0,0.45687408897797843,82724.5,0.3237113952636719,71.2771224975586,114.43442683626928,73274.0,0.010140976300135662,4.288130590823652,1
15,105096.5,0.6051877387756355,77804.0,0.4009113311767578,99.56171035766602,124.40137447737882,102351.0,0.011869994958033203,1.905020764305082,1
15,86906.5,0.6220837102483117,84548.5,0.33152198791503906,73.84323120117188,115.65985112418701,75912.0,0.010300043392362568,3.0532848212140897,1
19,105860.0,0.6450332270910432,78038.0,0.4038238525390625,100.02473831176758,124.50445773209542,102827.0,0.011761491041852423,1.765835492980353,1
16,86883.0,0.5915028576182271,84495.5,0.3314323425292969,72.50375747680664,115.0289672575134,74535.0,0.010712189506193681,3.072503937344044,1
19,100240.0,0.5777990955512418,73768.0,0.38238525390625,97.4673843383789,123.91243681132799,100198.0,0.012915249260004202,2.2284584844310293,1
14,106008.0,0.5486868166986214,77893.5,0.404388427734375,100.16870498657227,124.53614058934446,102975.0,0.012172262371677789,2.264460212003544,1
20,86163.5,0.6446988491279682,83548.5,0.3286876678466797,72.67204284667969,115.10927466713389,74708.0,0.011833644715807168,2.7021445553319867,1
16,106410.0,0.5788390443553496,77905.0,0.40592193603515625,100.66286087036133,124.64356366590457,103483.0,0.012550347310479992,2.1270558934820563,1
19,84942.5,0.6244378024945088,82313.5,0.32402992248535156,72.6807975769043,115.11344424390944,74717.0,0.011904160467565816,2.8057210769435925,1
14,105806.5,0.5208340706044756,77538.0,0.40361976623535156,100.08991241455078,124.51882226618594,102894.0,0.012386586432967306,2.410354992652578,1
26,84352.0,0.661925200729547,81440.0,0.32177734375,72.60200500488281,115.07588863665615,74636.0,0.012777772652043495,2.4053043206468447,1
20,104827.5,0.6290346155141817,77083.5,0.3998851776123047,99.00821685791016,124.27577516710215,101782.0,0.011808193017714075,1.793171656176375,1
27,85305.0,0.6088980225457891,81780.0,0.3254127502441406,73.84809494018555,115.662107379438,75917.0,0.013179512568513019,2.5769023795765,1
23,104573.5,0.6712386652017935,77171.0,0.39891624450683594,98.7008285522461,124.20490217347654,101466.0,0.011883627144015918,1.6600553875626953,1
28,84087.0,0.651411367963991,80933.0,0.3207664489746094,71.48237228393555,114.53503998805081,73485.0,0.01295771792456435,2.435168532693385,1
30,103917.5,0.6045432202241462,100205.5,0.39641380310058594,71.9366455078125,114.75610501221932,73952.0,0.01629328561057264,2.5968963538475234,1
20,108448.5,0.5637869717759788,78050.0,0.4136981964111328,102.91088104248047,125.106455584406,105794.0,0.013861995190836751,2.047076911370523,1
24,85011.5,0.6615367835342277,82199.5,0.3242931365966797,72.22749710083008,114.89647698367972,74251.0,0.013318309472197143,2.625695960629531,1
22,107716.0,0.5979522567936253,77757.5,0.4109039306640625,102.12003707885742,124.94841928620552,104981.0,0.013582933576344658,1.915351918344242,1
30,85790.0,0.6479470817694295,82532.5,0.32726287841796875,72.80141830444336,115.17080863002789,74841.0,0.013896451061100379,2.486245441292057,1
24,108267.0,0.5764683667250491,77717.5,0.4130058288574219,102.69590377807617,125.06401085289697,105573.0,0.014517739715756761,2.0989689217997505,1
22,84979.5,0.592506227297465,81390.5,0.3241710662841797,71.98722839355469,114.78058280288805,74004.0,0.01346096758652493,2.9991294792814434,1
19,108407.5,0.5522932371241839,77661.0,0.4135417938232422,102.91671752929688,125.1076025786028,105800.0,0.015224907247102237,2.4309383776811964,1
27,86239.5,0.653120239215341,82939.0,0.3289775848388672,74.146728515625,115.8001658976125,76224.0,0.014041343775261339,2.60570136899228,1
20,107553.5,0.6139230434001451,77619.0,0.41028404235839844,102.0033073425293,124.92465194480418,104861.0,0.01450950233356707,2.08870666555472,1
19,87251.0,0.5898806562854876,82533.0,0.3328361511230469,75.0494384765625,116.21182640280678,77152.0,0.013963132842491177,3.1540288440907953,1
7,125344.0,0.4569165652873678,116201.5,0.4781494140625,117.04198837280273,127.07037417433457,120321.0,0.014542796719524631,8.087662115173046,1
17,107223.0,0.5837775779293706,77561.0,0.4090232849121094,101.66868209838867,124.85588898993063,104517.0,0.014256264511459449,2.181664137759912,1
29,84136.5,0.6186862135073199,79662.5,0.3209552764892578,71.3705062866211,114.48026002538498,73370.0,0.016192476879496098,2.691709790303921,1
21,107604.0,0.5909043801604331,77472.0,0.4104766845703125,102.11420059204102,124.94723361651052,104975.0,0.014337252242512477,1.9728870785828196,1
30,85052.0,0.5943541964785095,80134.0,0.3244476318359375,72.19345092773438,114.88009239949746,74216.0,0.016215748456943402,2.6217893637046297,1
18,107702.5,0.5417975495752546,77488.0,0.41085243225097656,102.22412109375,124.96951606498517,105088.0,0.014124554801128397,2.170591391496976,1
41,85553.5,0.6356014034825099,80845.0,0.32636070251464844,70.89094161987305,114.24388171501951,72877.0,0.015514134532622847,2.302514431233068,1
14,107773.0,0.5146183389091005,105844.5,0.4111213684082031,102.39532470703125,125.00402104906307,105264.0,0.014275992489274358,2.4485873613742717,1
35,84948.5,0.6238528061947883,80569.5,0.3240528106689453,70.0631332397461,113.8299448157858,72026.0,0.014844056810488837,2.5114040917753475,1
19,107517.0,0.5376110384643952,77171.5,0.4101448059082031,102.16283798217773,124.95710552378608,105025.0,0.014096271815560613,2.1033301903625135,1
35,84859.0,0.6779402957368741,81718.0,0.3237113952636719,69.60399627685547,113.5971071501807,71554.0,0.014399224310182035,2.2260210014322186,1
28,102982.0,0.6797446310688594,100351.5,0.39284515380859375,72.07574844360352,114.8233527615932,74095.0,0.016363193369215878,2.3844771947904055,1
20,107610.5,0.5397360806334123,77131.5,0.41050148010253906,102.29610443115234,124.98405357546467,105162.0,0.014474740151854348,2.2726649617109147,1
34,86005.0,0.6152871955690508,82138.5,0.3280830383300781,70.98043441772461,114.28818270665984,72969.0,0.01662904475188043,2.489761386338189,1
16,108671.0,0.5109345920675342,77414.0,0.4145469665527344,103.39822769165039,125.20125627004091,106295.0,0.014884810469538934,2.5129999315300684,1
34,86458.0,0.6379146800460704,82760.0,0.32981109619140625,71.09132766723633,114.34295643219521,73083.0,0.017423361603960075,2.4384520285886264,1
22,107832.0,0.5616296658094325,77043.0,0.411346435546875,102.54707336425781,125.03440107550908,105420.0,0.014467494159816852,2.043934872256545,1
50,85953.0,0.6480444660464698,81039.5,0.3278846740722656,70.31312942504883,113.95574506730135,72283.0,0.01741694818247197,2.2369593014181657,1
19,106301.0,0.6125969440999413,76671.5,0.4055061340332031,100.93717575073242,124.70231099663916,103765.0,0.013315587145825702,1.916448189273296,1
40,85465.0,0.6231586704618522,81087.0,0.3260231018066406,69.41722869873047,113.50172544047258,71362.0,0.017327564262359374,2.4674791146012547,1
18,105746.5,0.6308297437571803,76538.5,0.40339088439941406,100.33601760864258,124.57274204512804,103147.0,0.012686115589986002,1.8022574981606694,1
44,88370.5,0.6662760606165302,84090.0,0.33710670471191406,73.85976791381836,115.66752137804528,75929.0,0.019123566390135238,2.219361253359742,1
22,102365.5,0.5987890755096648,74108.0,0.39049339294433594,100.71928024291992,124.65569802176203,103541.0,0.012829315911403683,2.0467491143766363,1
16,105038.5,0.5975318017597266,76336.5,0.40069007873535156,99.60742950439453,124.41163334329985,102398.0,0.012146504368502065,1.8621409736379717,1
42,88615.0,0.6359574750925963,83753.0,0.3380393981933594,72.77029037475586,115.15601974858478,74809.0,0.0184406890707578,2.3865265680013286,1
20,105327.5,0.6254670514278196,76304.0,0.4017925262451172,99.98096466064453,124.49478982668835,102782.0,0.01259063585257536,1.782748104496679,1
47,86584.5,0.6803174605729313,82384.5,0.3302936553955078,70.00476837158203,113.8004760095254,71966.0,0.01785329147696757,2.1215654048299717,1
20,103554.5,0.6701249464604293,76394.5,0.39502906799316406,97.76504516601562,123.98420246555973,100504.0,0.01146563705879089,1.6589521203762072,1
49,86851.5,0.6651721463457357,82153.0,0.3313121795654297,70.27908325195312,113.93865317140224,72248.0,0.018432134074373607,2.1928749455088536,1
18,106610.0,0.5394848361987699,76818.5,0.40668487548828125,101.42257690429688,124.80471948082608,104264.0,0.013495400849024008,2.2202706681800572,1
51,84961.5,0.6608076034487799,80626.0,0.32410240173339844,69.07384872436523,113.32534953450015,71009.0,0.01758409385502091,2.1353140436423974,1
18,106489.5,0.577705723139381,76695.0,0.40622520446777344,101.27666473388672,124.77414270401147,104114.0,0.013323468362159474,2.1363298209930273,1
56,87138.5,0.6745896463986739,82471.5,0.33240699768066406,74.52999114990234,115.97598097201238,76618.0,0.018677266085433075,2.0696366463304603,1
32,102105.0,0.6856851894451927,99143.5,0.3894996643066406,72.22846984863281,114.89694493208472,74252.0,0.01612920711750121,2.248279126874234,1
18,103802.5,0.629570227968697,76284.0,0.39597511291503906,98.31464767456055,124.11472599832767,101069.0,0.012159238188360177,1.85238298398461,1
45,87792.5,0.6669701207553084,83999.0,0.3349018096923828,74.2770767211914,115.86013308147913,76358.0,0.016762961832682777,2.1637219718247382,1
14,103304.5,0.5928177276391098,76043.0,0.3940753936767578,97.65804290771484,123.95849142717981,100394.0,0.011500399249598559,2.0122321459052226,1
50,88301.0,0.6544869408706494,83617.5,0.3368415832519531,75.08251190185547,116.22674796053134,77186.0,0.01744267895401208,2.2346187588474007,1
12,102905.0,0.585515135987197,75833.5,0.3925514221191406,97.16096878051758,123.83776962083603,99883.0,0.011210865647171886,2.032749315009259,1
62,89157.0,0.6794125125809359,83493.0,0.3401069641113281,76.43657684326172,116.82797959185926,78578.0,0.019099659587936912,2.052854655195818,1
14,102355.0,0.6358582908211032,75648.5,0.3904533386230469,96.39930725097656,123.64868341608349,99100.0,0.011113217105048534,1.8245791986176865,1
54,89824.5,0.6731226577488657,84365.5,0.3426532745361328,76.36848449707031,116.7981940030481,78508.0,0.01859867175517138,2.131570673734934,1
